,Author,Document title,Abstract,Year,Original scale name,Category,Item content,tokens,tokens_nouns,tokens_nouns__unique_list,tokens_nouns__unique,qwen_embeddings,qwen_embeddings_raw,group,cluster,dim1,dim2
88,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,new environmental paradigm scale (NEP),environmentalism,there are limits to growth beyond which our industrialized society cannot expand,"['limit', 'growth', 'industrialized', 'society', 'expand']","['limit', 'growth', 'industrialized', 'society']","['limit', 'industrialized', 'society', 'growth']",limit industrialized society growth,"[ 1.18778419 -0.04222292  1.04012477 ...  0.0441517  -0.13670705
 -1.26682222]","[ 2.73456311  0.58703965  0.56961501 ... -0.81288725 -0.96511185
  0.58809948]",0.0,0,17.084013,4.5157743
89,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,new environmental paradigm scale (NEP),environmentalism,mankind is severely abusing the environment,"['mankind', 'severely', 'abuse', 'environment']","['mankind', 'environment']","['mankind', 'environment']",mankind environment,"[ 3.51284432  3.42705417 -1.08661449 ... -0.28177842  0.70755041
 -0.40427354]","[ 3.00279236  2.90347624  1.18172753 ...  0.15039337  2.62421465
 -0.73247045]",0.0,2,-50.037342,-16.175901
90,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,uranium mining should be totally banned,"['uranium', 'mining', 'totally', 'ban']","['uranium', 'mining']","['uranium', 'mining']",uranium mining,"[ 0.74057937  3.67186403 -1.76982188 ... -0.08348065  0.12132802
 -0.24064972]","[-0.09915136  3.69257832 -0.85614151 ... -1.13902831  1.46214509
  0.59185141]",0.0,0,6.473529,15.907105
91,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,australia should build nuclear power stations to achieve energy self-sufficiency,"['australia', 'build', 'nuclear', 'power', 'station', 'achieve', 'energy', 'self', 'sufficiency']","['australia', 'nuclear', 'power', 'station', 'energy', 'self', 'sufficiency']","['self', 'station', 'nuclear', 'energy', 'sufficiency', 'australia', 'power']",self station nuclear energy sufficiency australia power,"[-1.17043924  1.98847437 -0.87129074 ... -3.46784997 -0.5695703
 -2.25767684]","[-1.55583775  3.65281034 -0.92008334 ...  0.76259422 -1.53796661
 -0.90292305]",0.0,6,10.928438,-9.907203
92,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,there is a good case for developing the woodchipping and paper manufacturing industries in australia,"['good', 'case', 'develop', 'woodchipping', 'paper', 'manufacturing', 'industry', 'australia']","['good', 'case', 'woodchipping', 'paper', 'manufacturing', 'industry', 'australia']","['case', 'paper', 'good', 'manufacturing', 'industry', 'woodchipping', 'australia']",case paper good manufacturing industry woodchipping australia,"[-0.37984607  1.01860452 -0.36407852 ... -1.75747538 -2.40922594
  0.2529507 ]","[ 0.03166635  2.71998549 -2.07574439 ... -0.73543143 -1.30562663
  0.57260364]",0.0,5,-2.5513291,43.458904
93,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,even the controlled logging of rain forests should be banned,"['even', 'control', 'logging', 'rain', 'forest', 'ban']","['logging', 'rain', 'forest']","['forest', 'logging', 'rain']",forest logging rain,"[ 3.8704114   0.86293858  1.80525196 ... -0.284421   -1.11660516
  0.77000606]","[ 2.23090291  1.26290476  1.59884346 ... -2.10685635 -1.60389614
 -0.10922462]",0.0,0,6.3838944,16.65681
94,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,the green lobby has too much power in australia,"['green', 'lobby', 'much', 'power', 'australia']","['green', 'lobby', 'much', 'power', 'australia']","['green', 'lobby', 'much', 'australia', 'power']",green lobby much australia power,"[-0.98934406  0.5857892  -0.48573634 ...  0.60381389 -0.25569323
  0.14814384]","[-0.40565607  2.39409828 -1.67148685 ...  2.2074542   0.36269566
 -0.04369429]",0.0,5,-2.7770212,44.132595
95,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,there should be more laws restricting the use of private cars,"['law', 'restrict', 'use', 'private', 'car']","['law', 'use', 'private', 'car']","['private', 'use', 'law', 'car']",private use law car,"[ 0.54267299  0.54818654  1.27363658 ...  1.55138731 -0.26275527
 -0.4349041 ]","[-0.21102801 -0.72916341  4.11942768 ... -0.30658373 -1.72414339
  2.13791966]",0.0,6,17.409542,20.880884
96,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,it is justifiable to take direct action to defend the environment,"['justifiable', 'take', 'direct', 'action', 'defend', 'environment']","['justifiable', 'direct', 'action', 'environment']","['justifiable', 'direct', 'action', 'environment']",justifiable direct action environment,"[ 1.31763053 -1.04656994 -2.32214856 ... -0.33710366  0.48188788
  0.32739237]","[ 1.95137179  3.58237028 -0.23651351 ... -1.55748284  1.85405612
  1.76063931]",0.0,2,-45.15856,-11.4368725
97,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,saving the environment is the most important issue of the decade,"['save', 'environment', 'important', 'issue', 'decade']","['environment', 'important', 'issue', 'decade']","['important', 'issue', 'environment', 'decade']",important issue environment decade,"[ 0.95466471  2.13259196 -0.19711313 ...  0.04113     1.22394693
  2.5013721 ]","[-0.04931014  1.32296598  0.57639277 ... -0.22756788  1.03833103
  1.69224489]",0.0,1,-20.049345,6.482889
98,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,the greenhouse effect is the greatest danger to life on earth,"['greenhouse', 'effect', 'great', 'danger', 'life', 'earth']","['greenhouse', 'effect', 'great', 'danger', 'life', 'earth']","['great', 'danger', 'effect', 'earth', 'greenhouse', 'life']",great danger effect earth greenhouse life,[3.31619072 3.46357918 0.25699294 ... 1.34261429 0.43311512 1.8543514 ],[2.68513155 1.80595028 0.77579814 ... 1.91647792 0.70490336 0.81528056],0.0,0,4.9206953,9.806221
99,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,water pollution in australia is not really a problem for most people,"['water', 'pollution', 'australia', 'really', 'problem', 'people']","['water', 'pollution', 'australia', 'problem', 'people']","['problem', 'pollution', 'water', 'people', 'australia']",problem pollution water people australia,"[-0.25415444  3.96537542  1.32239962 ...  0.41930354 -0.88400537
  2.38947606]","[ 1.64392352  1.45661032 -2.74464536 ...  0.14102794 -3.28795147
  1.58734679]",0.0,6,-2.2022095,-20.645432
100,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,greenies are the only people truly interested in the future,"['greenie', 'people', 'truly', 'interested', 'future']","['greenie', 'people', 'interested', 'future']","['interested', 'people', 'future', 'greenie']",interested people future greenie,"[ 1.82578301 -0.32951283 -1.61784339 ... -0.4743821  -2.02362919
  1.33061337]","[ 1.07117033 -0.53922617  0.33635616 ... -0.78124076  1.02812111
  0.46562555]",0.0,9,13.268356,1.1409965
101,"Hodgkinson, Shari P.;Innes, J. Michael",The prediction of ecological and enviornmental belief systems: The differential contributions of social conservatism and beliefs about money.,"It is noted that the environment and the economy are 2 of the most pertinent issues of society and are increasingly perceived as inter-related, highlighting the significance of understanding how the issues may be held in cognition. This study looks at the structure of personal belief systems to investigate how the social cognitions of the individual might be applicable to political and economic issues. In particular, the research explores the possibility of a predictive relationship between individual beliefs about money and social conservatism and beliefs about the environment and ecology. A questionnaire-based study employing 4 measures was conducted with 399 university students (aged 16â€“56 yrs). Findings suggest that ecology and environmentalism may be fundamentally different from one another as reflected by the contribution of different variables in the prediction of scale scores. It is concluded that results provide support for the hypothesis that ecological beliefs and environmental attitudes exist as separable cognitive structures. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2000,environmental attitude scale,environmentalism,building bicycle ways should have priority over building freeways,"['building', 'bicycle', 'way', 'priority', 'build', 'freeway']","['building', 'bicycle', 'way', 'priority', 'freeway']","['bicycle', 'building', 'freeway', 'way', 'priority']",bicycle building freeway way priority,"[-1.80316639  1.20251     1.59530258 ... -1.80250251 -3.52902865
 -0.35514507]","[ 0.25019166  0.54133117  2.55828953 ... -0.41963065 -2.94375706
 -2.11026049]",0.0,6,16.501213,-39.61457
102,"Guastello, D.D., Peissig, R.M.","Authoritarianism, Environmentalism, and Cynicism of College Students and Their Parents",,1998,ecologival attitudes and knowledge scale (EAKS),environmentalism,do not make an effort to buy recyclable containers,"['make', 'effort', 'buy', 'recyclable', 'container']","['effort', 'recyclable', 'container']","['recyclable', 'container', 'effort']",recyclable container effort,"[ 0.43118247 -1.21857762  3.58132625 ... -1.07147038 -1.44130242
  0.33204773]","[ 0.77267027  0.31221622  1.8387624  ... -1.68786561 -2.69042778
  0.17433517]",0.0,5,-19.092653,-23.601192
103,"Guastello, D.D., Peissig, R.M.","Authoritarianism, Environmentalism, and Cynicism of College Students and Their Parents",,1998,ecologival attitudes and knowledge scale (EAKS),environmentalism,disturbed that government doesn’t do more to control pollution,"['disturb', 'government', 'control', 'pollution']","['government', 'pollution']","['pollution', 'government']",pollution government,"[-0.06698572  1.95025063  0.12487396 ...  0.79243499 -0.54679465
  2.41284919]","[ 0.06637236  1.84972262  1.35033345 ... -0.17606954  0.39715043
  2.11106348]",0.0,8,-34.332382,29.989338
104,"Guastello, D.D., Peissig, R.M.","Authoritarianism, Environmentalism, and Cynicism of College Students and Their Parents",,1998,ecologival attitudes and knowledge scale (EAKS),environmentalism,angry about harm being done to the planet and animals,"['angry', 'harm', 'planet', 'animal']","['angry', 'harm', 'planet', 'animal']","['angry', 'planet', 'animal', 'harm']",angry planet animal harm,"[-0.08709753  0.98829508  0.82980227 ... -0.49283463 -2.87651634
  2.04851842]","[ 0.86980903  0.20364478  0.08429518 ...  0.25302559 -2.08883715
  1.27041554]",0.0,3,32.332787,7.468439
105,"Guastello, D.D., Peissig, R.M.","Authoritarianism, Environmentalism, and Cynicism of College Students and Their Parents",,1998,ecologival attitudes and knowledge scale (EAKS),environmentalism,frustrated with industries polluting,"['frustrate', 'industry', 'pollute']",['industry'],['industry'],industry,"[ 0.91413945  1.35258758 -1.46653652 ...  1.39301705  1.30871749
  3.60144186]","[ 0.00177609  1.57094979 -0.68123454 ...  0.84171551  0.66849941
  0.75127667]",0.0,8,-23.526094,-18.727139
106,"Guastello, D.D., Peissig, R.M.","Authoritarianism, Environmentalism, and Cynicism of College Students and Their Parents",,1998,ecologival attitudes and knowledge scale (EAKS),environmentalism,pollution thing is overrated,"['pollution', 'thing', 'overrate']","['pollution', 'thing']","['pollution', 'thing']",pollution thing,"[ 0.77762365  0.94405371 -0.0988617  ... -1.0407536  -0.35496193
  1.7835449 ]","[ 1.10958922  1.54082346 -1.97617757 ...  0.25884804  0.72018772
  0.14129858]",0.0,8,-12.832193,-8.462753
107,"Guastello, D.D., Peissig, R.M.","Authoritarianism, Environmentalism, and Cynicism of College Students and Their Parents",,1998,ecologival attitudes and knowledge scale (EAKS),environmentalism,don’t worry about pesticides,"['worry', 'pesticide']",['pesticide'],['pesticide'],pesticide,"[ 1.21996152 -1.74310827  1.6864928  ...  0.6852057  -2.49311423
  4.24732256]","[-0.06378481  1.34754479  0.88368523 ... -0.23164648 -2.93288445
  2.28175235]",0.0,8,-30.223318,32.86059
108,"Casas, Andreu;Menchen-Trevino, Ericka;Wojcieszak, Magdalena",Exposure to extremely partisan news from the other political side shows scarce boomerang effects.,"A narrow information diet may be partly to blame for the growing political divides in the United States, suggesting exposure to dissimilar views as a remedy. These efforts, however, could be counterproductive, exacerbating attitude and affective polarization. Yet findings on whether such boomerang effect exists are mixed and the consequences of dissimilar exposure on other important outcomes remain unexplored. To contribute to this debate, we rely on a preregistered longitudinal experimental design combining participantsâ€™ survey self-reports and their behavioral browsing data, in which one should observe boomerang effects. We incentivized liberals to read political articles on extreme conservative outlets (Breitbart, The American Spectator, and The Blaze) and conservatives to read extreme left-leaning sites (Mother Jones, Democracy Now, and The Nation). We maximize ecological validity by embedding the treatment in a larger project that tracks over time changes in online exposure and attitudes. We explored the effects on attitude and affective polarization, as well as on perceptions of the political system, support for democratic principles, and personal well-being. Overall we find little evidence of boomerang effects. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2022,attitude: climate change,environmentalism,the federal government should make it more difficult to buy a gun than it is now,"['federal', 'government', 'make', 'difficult', 'buy', 'gun']","['federal', 'government', 'difficult', 'gun']","['gun', 'government', 'difficult', 'federal']",gun government difficult federal,[1.16475296 0.51502949 0.65323186 ... 1.24538457 0.37235302 1.84490514],"[ 0.28151545  0.27824178  0.90890431 ...  0.31815296  0.30758345
 -0.51735413]",0.0,6,-1.3023711,-16.199823
109,"Casas, Andreu;Menchen-Trevino, Ericka;Wojcieszak, Magdalena",Exposure to extremely partisan news from the other political side shows scarce boomerang effects.,"A narrow information diet may be partly to blame for the growing political divides in the United States, suggesting exposure to dissimilar views as a remedy. These efforts, however, could be counterproductive, exacerbating attitude and affective polarization. Yet findings on whether such boomerang effect exists are mixed and the consequences of dissimilar exposure on other important outcomes remain unexplored. To contribute to this debate, we rely on a preregistered longitudinal experimental design combining participantsâ€™ survey self-reports and their behavioral browsing data, in which one should observe boomerang effects. We incentivized liberals to read political articles on extreme conservative outlets (Breitbart, The American Spectator, and The Blaze) and conservatives to read extreme left-leaning sites (Mother Jones, Democracy Now, and The Nation). We maximize ecological validity by embedding the treatment in a larger project that tracks over time changes in online exposure and attitudes. We explored the effects on attitude and affective polarization, as well as on perceptions of the political system, support for democratic principles, and personal well-being. Overall we find little evidence of boomerang effects. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2022,attitude: climate change,environmentalism,the federal government should make it easier to buy a gun than it is now,"['federal', 'government', 'make', 'easy', 'buy', 'gun']","['federal', 'government', 'easy', 'gun']","['gun', 'easy', 'government', 'federal']",gun easy government federal,"[ 0.16107675  0.58870363 -0.30730119 ...  0.63375932  1.12345874
  1.87198055]","[ 0.07652059  0.41702989  0.82197237 ...  0.70381546  0.18063544
 -0.66239274]",0.0,6,-1.3278364,-16.183155
110,"Casas, Andreu;Menchen-Trevino, Ericka;Wojcieszak, Magdalena",Exposure to extremely partisan news from the other political side shows scarce boomerang effects.,"A narrow information diet may be partly to blame for the growing political divides in the United States, suggesting exposure to dissimilar views as a remedy. These efforts, however, could be counterproductive, exacerbating attitude and affective polarization. Yet findings on whether such boomerang effect exists are mixed and the consequences of dissimilar exposure on other important outcomes remain unexplored. To contribute to this debate, we rely on a preregistered longitudinal experimental design combining participantsâ€™ survey self-reports and their behavioral browsing data, in which one should observe boomerang effects. We incentivized liberals to read political articles on extreme conservative outlets (Breitbart, The American Spectator, and The Blaze) and conservatives to read extreme left-leaning sites (Mother Jones, Democracy Now, and The Nation). We maximize ecological validity by embedding the treatment in a larger project that tracks over time changes in online exposure and attitudes. We explored the effects on attitude and affective polarization, as well as on perceptions of the political system, support for democratic principles, and personal well-being. Overall we find little evidence of boomerang effects. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2022,attitude: climate change,environmentalism,banning the sale of semi-automatic weapons will prevent mass shootings,"['ban', 'sale', 'semi', 'automatic', 'weapon', 'prevent', 'mass', 'shooting']","['sale', 'semi', 'automatic', 'weapon', 'mass', 'shooting']","['mass', 'automatic', 'shooting', 'sale', 'weapon', 'semi']",mass automatic shooting sale weapon semi,"[ 0.83922464  2.98879266  0.14051743 ... -1.1562587   0.53647625
  3.17867947]",[3.01247287 3.7446413  0.88450938 ... 2.22483063 0.1405586  0.42254883],0.0,6,3.7915354,-4.9150333
111,"Chatterjee, DP",Oriental disadvantage versus occidental exuberance - Appraising environmental concern in India - A case study in a local context,"This exploratory study is an attempt to appraise concern for environmental pollution in India, in a local context. Taking into account a possible East-West difference in conceptualizing environmental concern, it attempts to understand the role of different sociodemographic variables in predicting 'environmental concern' in an Indian context. The much exercised HEP-NEP distinction developed in the West seems inappropriate in the Indian context due to wide differences in traditions and the dominant worldviews. Collecting data from a purposive household survey of 375 respondents, an understanding of major sociodemographic determinants of environmental concern using correlation and multivariate regression analysis has been attempted. The findings are also compared with results from other studies in the West on the whole along with the Health of the Planet ( HOP) Survey, 1993 findings on 'Willingness to Pay' for India, in particular. The study exhibits a significant positive association of environmental concern with residence, education and income, supporting social class analysis based on a postmaterialism thesis. While age fails to show any significant influence, 'caste', a traditional Indian institution, reflects a positive association supporting the elitist bias hypothesis of environmental concern. The study emphasizes the need for further empirical explorations in this regard in order to examine environmental concern in India in a more effective way.",2008,eco-commitment,environmentalism,my worry will not lead me to actively participate in any anti-pollution programme,"['worry', 'lead', 'actively', 'participate', 'anti', 'pollution', 'programme']","['worry', 'anti', 'pollution', 'programme']","['anti', 'pollution', 'worry', 'programme']",anti pollution worry programme,"[ 0.5425508   2.6394701  -0.9016391  ... -0.76070029 -0.44528559
  1.7983706 ]","[ 1.25078726  3.06773591  1.46849692 ... -1.37932062 -0.43759465
  1.16458297]",0.0,1,-26.168661,1.2304318
112,"Chatterjee, DP",Oriental disadvantage versus occidental exuberance - Appraising environmental concern in India - A case study in a local context,"This exploratory study is an attempt to appraise concern for environmental pollution in India, in a local context. Taking into account a possible East-West difference in conceptualizing environmental concern, it attempts to understand the role of different sociodemographic variables in predicting 'environmental concern' in an Indian context. The much exercised HEP-NEP distinction developed in the West seems inappropriate in the Indian context due to wide differences in traditions and the dominant worldviews. Collecting data from a purposive household survey of 375 respondents, an understanding of major sociodemographic determinants of environmental concern using correlation and multivariate regression analysis has been attempted. The findings are also compared with results from other studies in the West on the whole along with the Health of the Planet ( HOP) Survey, 1993 findings on 'Willingness to Pay' for India, in particular. The study exhibits a significant positive association of environmental concern with residence, education and income, supporting social class analysis based on a postmaterialism thesis. While age fails to show any significant influence, 'caste', a traditional Indian institution, reflects a positive association supporting the elitist bias hypothesis of environmental concern. The study emphasizes the need for further empirical explorations in this regard in order to examine environmental concern in India in a more effective way.",2008,eco-commitment,environmentalism,a person is rarely distressed about pollution outside his/her own locality,"['person', 'rarely', 'distressed', 'pollution', 'locality']","['person', 'distressed', 'pollution', 'locality']","['person', 'pollution', 'distressed', 'locality']",person pollution distressed locality,"[ 0.00588905  1.62555885  0.87561196 ... -1.31393301  0.03334424
  0.56322581]","[ 4.331985    0.61576426 -1.008564   ...  0.34759781 -0.31476495
  0.97944617]",0.0,8,-13.736135,-0.95347965
