,Author,Document title,Abstract,Year,Original scale name,Category,Item content,tokens,tokens_nouns,tokens_nouns__unique_list,tokens_nouns__unique,qwen_embeddings,qwen_embeddings_raw,group,cluster,dim1,dim2
59,"Murphy, L., Rollins, J.H.",Attitudes toward women in co-ed and all female drug treatment programs,,1980,attitudes toward woman scale (AWS),feminism,the intellectual leadership of a community should be largely in the hands of men,"['intellectual', 'leadership', 'community', 'largely', 'hand', 'man']","['intellectual', 'leadership', 'community', 'hand', 'man']","['intellectual', 'community', 'hand', 'man', 'leadership']",intellectual community hand man leadership,"[ 1.44052291  0.59009463  0.07106698 ... -0.48605075 -0.71475178
  0.3206951 ]","[ 0.16827421 -0.22659874 -1.37464917 ... -0.41391394 -0.5819326
  1.31815803]",0.0,0,-26.701275,-9.669674
60,"Murphy, L., Rollins, J.H.",Attitudes toward women in co-ed and all female drug treatment programs,,1980,attitudes toward woman scale (AWS),feminism,economic and social freedom is worth far more to women than acceptance of the ideal of femininity which has been set up by men,"['economic', 'social', 'freedom', 'worth', 'far', 'woman', 'acceptance', 'ideal', 'femininity', 'set', 'man']","['economic', 'social', 'freedom', 'worth', 'woman', 'acceptance', 'ideal', 'femininity', 'man']","['freedom', 'woman', 'worth', 'economic', 'ideal', 'social', 'femininity', 'man', 'acceptance']",freedom woman worth economic ideal social femininity man acceptance,"[ 2.48768926  1.51025915  0.4818216  ... -2.00301385 -1.06194532
  0.27349639]","[-0.77130103 -0.28567281  1.45360684 ...  0.53452128 -1.70084369
  1.14882612]",0.0,0,-25.829245,-7.905197
61,"Murphy, L., Rollins, J.H.",Attitudes toward women in co-ed and all female drug treatment programs,,1980,attitudes toward woman scale (AWS),feminism,"on the average, women should be regarded as less capable of contributing to economic production than are men","['average', 'woman', 'regard', 'less', 'capable', 'contribute', 'economic', 'production', 'man']","['average', 'woman', 'capable', 'economic', 'production', 'man']","['capable', 'woman', 'economic', 'production', 'average', 'man']",capable woman economic production average man,"[ 1.74578559  1.76796639 -1.66251898 ... -2.23582959 -1.16913879
  1.33180821]","[ 1.35253632  0.32615706  0.96171916 ... -1.70499849 -0.77279127
  0.60122013]",0.0,0,-19.534182,-12.374478
62,"Murphy, L., Rollins, J.H.",Attitudes toward women in co-ed and all female drug treatment programs,,1980,attitudes toward woman scale (AWS),feminism,there are many jobs in which men should be given preference over women in being hired or promoted,"['many', 'job', 'man', 'give', 'preference', 'woman', 'hire', 'promote']","['many', 'job', 'man', 'preference', 'woman']","['many', 'woman', 'preference', 'job', 'man']",many woman preference job man,"[ 3.05383945  0.24145773  1.11288893 ... -0.63200521 -0.31999204
 -1.2835921 ]","[ 2.7928257   0.83609372 -0.02424164 ...  1.56244993  0.99469388
 -2.49553776]",0.0,6,11.539357,1.691266
63,"Murphy, L., Rollins, J.H.",Attitudes toward women in co-ed and all female drug treatment programs,,1980,attitudes toward woman scale (AWS),feminism,women should be given equal opportunity with men for apprenticeship in the various trades,"['woman', 'give', 'equal', 'opportunity', 'man', 'apprenticeship', 'various', 'trade']","['woman', 'equal', 'opportunity', 'man', 'apprenticeship', 'various', 'trade']","['apprenticeship', 'various', 'trade', 'opportunity', 'woman', 'man', 'equal']",apprenticeship various trade opportunity woman man equal,"[ 1.84039152  1.59646368  1.24234235 ...  0.1626582  -1.53849769
 -2.39753366]","[ 1.25728822  0.66661674 -0.2704232  ...  1.7122792  -0.32264584
 -0.91291761]",0.0,6,21.039953,-9.169054
64,"Murphy, L., Rollins, J.H.",Attitudes toward women in co-ed and all female drug treatment programs,,1980,attitudes toward woman scale (AWS),feminism,the modern girl is entitled to the same freedom from regulation and control that is given to the modern boy,"['modern', 'girl', 'entitle', 'freedom', 'regulation', 'control', 'give', 'modern', 'boy']","['modern', 'girl', 'freedom', 'regulation', 'control', 'modern', 'boy']","['freedom', 'regulation', 'girl', 'modern', 'boy', 'control']",freedom regulation girl modern boy control,"[ 4.04378605  0.51515341  6.40703583 ... -0.52632082 -1.12284064
 -0.56040227]","[ 2.29654741  0.79983413  4.72407436 ... -1.33311796 -0.90455806
  0.84041071]",0.0,0,-14.260408,-22.997805
65,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,swearing and obscenity in the speech of a man should be regarded as bad as it is in the speech of a woman,"['swearing', 'obscenity', 'speech', 'man', 'regard', 'bad', 'speech', 'woman']","['swearing', 'obscenity', 'speech', 'man', 'bad', 'speech', 'woman']","['speech', 'woman', 'obscenity', 'swearing', 'bad', 'man']",speech woman obscenity swearing bad man,"[ 1.03489518  2.18574715  1.5622772  ... -1.64769089  1.36252022
  2.7555182 ]","[ 1.95636523 -0.02613291  4.03132439 ... -1.03279638  0.2306255
  0.7904225 ]",0.0,0,-32.696804,-16.227219
66,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,"the right of divorce should be given to both the husband, as well as to the wife","['right', 'divorce', 'give', 'husband', 'well', 'wife']","['right', 'divorce', 'husband', 'wife']","['husband', 'divorce', 'right', 'wife']",husband divorce right wife,"[ 0.46684265  1.36767149  1.20610631 ... -1.18354821  1.8635155
  1.50724673]","[-1.27394533  1.35242534  1.49921882 ...  0.06345241  1.20207977
 -0.22243741]",0.0,1,15.608587,-48.312714
67,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,there should be a strict merit system in job appointment and promotion without regard to sex in society,"['strict', 'merit', 'system', 'job', 'appointment', 'promotion', 'regard', 'sex', 'society']","['strict', 'merit', 'system', 'job', 'appointment', 'promotion', 'regard', 'sex', 'society']","['society', 'strict', 'regard', 'appointment', 'promotion', 'job', 'sex', 'system', 'merit']",society strict regard appointment promotion job sex system merit,"[ 4.78646564  4.05445528  0.6489296  ...  1.7935251   0.05081189
 -1.49657154]","[ 1.62925816  1.61910999 -0.84539479 ... -0.88571095 -0.3623665
 -1.11035597]",0.0,9,-9.695333,32.110863
68,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,women should concentrate only on their duties as good wives and mothers,"['woman', 'concentrate', 'duty', 'good', 'wife', 'mother']","['woman', 'duty', 'good', 'wife', 'mother']","['woman', 'duty', 'good', 'mother', 'wife']",woman duty good mother wife,"[ 3.17670155  2.14559889 -0.08973312 ... -4.58195448 -0.48019195
  1.97173965]","[ 3.29671669  1.12340474  1.72776079 ... -0.52841502 -1.40889633
  0.13171683]",0.0,10,3.0306978,-33.33602
69,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,in families sons should be given more encouragement to get education than daughters,"['family', 'son', 'give', 'encouragement', 'get', 'education', 'daughter']","['family', 'son', 'encouragement', 'education', 'daughter']","['family', 'education', 'daughter', 'encouragement', 'son']",family education daughter encouragement son,"[ 2.83602524  3.09527278  1.57063687 ...  2.30857706 -0.66453665
  1.12714493]","[ 1.99120283  1.18587101  3.4837203  ...  0.29352623 -1.00293255
 -2.01633334]",0.0,0,-10.43998,-24.482573
70,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,"for marriage, the consent of a woman should be as important as the consent of a man","['marriage', 'consent', 'woman', 'important', 'consent', 'man']","['marriage', 'consent', 'woman', 'important', 'consent', 'man']","['woman', 'important', 'consent', 'marriage', 'man']",woman important consent marriage man,"[ 1.80939555  1.12425971  2.06378078 ...  1.91767001 -2.14185381
  2.01042843]","[ 1.78942585 -0.82539076  1.40032172 ... -0.5685991   0.48309341
  0.29965535]",0.0,0,-21.755772,-6.217412
71,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,a woman should have clearly defined legal rights in negotiating the marriage contract,"['woman', 'clearly', 'define', 'legal', 'right', 'negotiate', 'marriage', 'contract']","['woman', 'legal', 'right', 'marriage', 'contract']","['legal', 'woman', 'right', 'marriage', 'contract']",legal woman right marriage contract,"[-0.17583141  0.5004167   2.52678227 ...  1.15171969 -0.98889589
  3.75381374]","[ 0.05377124  3.37763619  2.15076876 ...  0.03781021 -1.3938098
  2.4954915 ]",0.0,11,31.419361,-30.776125
72,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,it is not necessary that women should be covered from head to toe whenever she goes out,"['necessary', 'woman', 'cover', 'head', 'toe', 'go']","['necessary', 'woman', 'head', 'toe']","['woman', 'necessary', 'toe', 'head']",woman necessary toe head,"[ 1.23691392 -0.32592353  0.43869215 ... -0.39101729 -1.59202707
  0.72772795]","[ 0.30458209  0.75194144  0.11318082 ...  0.90037233 -0.33112308
  1.01559377]",0.0,8,-11.8455305,-35.29792
73,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,women should be able to participate fully with men in all activities of worship and prayer,"['woman', 'able', 'participate', 'fully', 'man', 'activity', 'worship', 'prayer']","['woman', 'able', 'man', 'activity', 'worship', 'prayer']","['prayer', 'woman', 'worship', 'activity', 'man', 'able']",prayer woman worship activity man able,"[ 0.48604751  0.85831434  2.11272335 ... -0.12564884 -1.55197418
  0.45337415]","[ 2.73823333  1.67630076  2.13465357 ...  2.70042777 -0.50904208
  3.70851374]",0.0,8,6.9398704,-2.225146
74,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,the practice of veiling women should be regarded as more of a cultural than a religious requirement,"['practice', 'veil', 'woman', 'regard', 'cultural', 'religious', 'requirement']","['practice', 'woman', 'cultural', 'religious', 'requirement']","['cultural', 'woman', 'religious', 'practice', 'requirement']",cultural woman religious practice requirement,"[ 3.5254364   2.06829667  2.09508514 ... -0.47956115 -0.26254362
  1.73358595]","[ 2.69753098 -0.40815166  1.8053087  ...  0.45417789 -0.73505431
  1.34489727]",0.0,8,-1.6404111,-0.56387967
75,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,"many scriptures describing the inferiority of women should not be given importance, as they are developed by the male-oriented community","['many', 'scripture', 'describe', 'inferiority', 'woman', 'give', 'importance', 'develop', 'male', 'orient', 'community']","['many', 'scripture', 'inferiority', 'woman', 'importance', 'male', 'community']","['inferiority', 'scripture', 'many', 'woman', 'male', 'community', 'importance']",inferiority scripture many woman male community importance,"[ 0.99937207  1.19211888  1.85017002 ...  1.10991716 -1.39420176
  2.18275714]","[ 0.66276723 -0.08160833 -0.70977318 ...  0.95223594 -3.38731861
 -0.44222867]",0.0,9,-17.205324,2.1214275
76,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,the seclusion of women should be encouraged in the community,"['seclusion', 'woman', 'encourage', 'community']","['seclusion', 'woman', 'community']","['woman', 'community', 'seclusion']",woman community seclusion,"[-1.64311814  1.20792997 -1.29779792 ...  1.02785826 -1.08194304
  2.08969116]","[ 2.11015558  1.42866492 -1.67130518 ...  0.47308999 -2.50269556
 -0.14025249]",0.0,9,-16.448357,2.1750324
77,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,women should be regarded as religiously and spiritually equal to men,"['woman', 'regard', 'religiously', 'spiritually', 'equal', 'man']","['woman', 'equal', 'man']","['woman', 'equal', 'man']",woman equal man,"[ 4.64921236  0.74602187  4.37403488 ...  1.32392073 -0.65947992
 -0.87181896]","[ 2.39805484  2.02742982  1.49650478 ...  1.09644961 -1.10231698
  1.38550246]",0.0,0,-19.068047,-17.401562
78,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,women should be considered as full partners with men,"['woman', 'consider', 'full', 'partner', 'man']","['woman', 'full', 'partner', 'man']","['woman', 'man', 'full', 'partner']",woman man full partner,"[ 3.24141741 -0.99357677 -0.67416513 ... -1.13696682 -0.2406368
  2.72717118]","[ 1.75645411  1.24453652  0.85708851 ...  0.17215398 -0.77370179
  0.70484954]",0.0,0,-22.738655,-6.897075
79,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,"women should study only subjects that are geared to make them the best and the most productive wives, mothers, and female participants in the family structure","['woman', 'study', 'subject', 'gear', 'make', 'good', 'productive', 'wife', 'mother', 'female', 'participant', 'family', 'structure']","['woman', 'subject', 'good', 'productive', 'wife', 'mother', 'female', 'participant', 'family', 'structure']","['female', 'subject', 'woman', 'family', 'good', 'participant', 'productive', 'structure', 'mother', 'wife']",female subject woman family good participant productive structure mother wife,"[ 1.86004245  1.30693233  1.97328854 ... -2.11030698 -1.04899514
  2.05877924]","[ 2.47675896  1.3608253   1.1904825  ... -0.59105426 -2.01213193
  0.85331583]",0.0,10,3.7754762,-31.558039
80,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,women should not be relegated to insignificant roles in the society,"['woman', 'relegate', 'insignificant', 'role', 'society']","['woman', 'insignificant', 'role', 'society']","['woman', 'insignificant', 'role', 'society']",woman insignificant role society,"[ 2.92063928  1.99565232 -0.5898301  ...  0.50565875 -3.73682761
  1.0478425 ]","[ 2.74218988  2.15440202 -0.70801091 ... -0.49944347 -1.29191041
  0.00583135]",0.0,9,-10.733821,31.422527
81,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,women should be allowed to take full advantage of educational and professional opportunities,"['woman', 'allow', 'take', 'full', 'advantage', 'educational', 'professional', 'opportunity']","['woman', 'full', 'advantage', 'educational', 'professional', 'opportunity']","['opportunity', 'woman', 'professional', 'full', 'educational', 'advantage']",opportunity woman professional full educational advantage,"[ 0.20920865  0.07863344  1.3840003  ... -1.87389338 -1.80090845
 -0.50699937]","[ 2.46564388  0.39674783 -0.00633293 ... -0.87570024 -1.69363952
  0.03180982]",0.0,6,5.842323,1.7867907
82,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,men and women should have equal status in the society,"['man', 'woman', 'equal', 'status', 'society']","['man', 'woman', 'equal', 'status', 'society']","['society', 'woman', 'equal', 'status', 'man']",society woman equal status man,"[ 2.75213909  0.92912436  1.79992247 ... -0.60672939  0.70830417
  0.98470312]","[ 2.65549111  1.55948424 -0.27706137 ... -0.55866361 -0.28793621
 -0.95871526]",0.0,9,-10.474684,32.843037
83,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,women should be permitted to inherit and own property,"['woman', 'permit', 'inherit', 'property']","['woman', 'property']","['woman', 'property']",woman property,"[ 2.07320094  0.18028602  1.09493935 ...  0.353607   -1.38351226
  1.77135861]","[ 0.93027538 -1.62313044 -0.97939777 ...  1.04411745 -0.63689691
  3.07733727]",0.0,1,22.224686,-30.29753
84,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,women who have been divorced by their husbands should be allowed to keep their young children,"['woman', 'divorce', 'husband', 'allow', 'keep', 'young', 'child']","['woman', 'husband', 'young', 'child']","['woman', 'husband', 'young', 'child']",woman husband young child,"[ 1.95238042  2.53493595  5.75908566 ... -1.06705236 -1.3298527
  0.97276914]","[ 1.35187674  1.37614202  2.12904191 ...  1.27848375 -1.10277605
 -0.52879387]",0.0,1,7.027249,-23.05282
85,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,women should be regarded as intellectually inferior to men,"['woman', 'regard', 'intellectually', 'inferior', 'man']","['woman', 'inferior', 'man']","['woman', 'man', 'inferior']",woman man inferior,"[ 1.78218222  0.31629154  2.73198438 ...  1.10314262 -1.30249023
 -1.46297622]","[ 1.03887641 -0.68838167  0.47923249 ... -0.76266128 -1.70671093
  0.298599  ]",0.0,0,-21.246,-18.343878
86,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,women should not be given any responsibility outside the home,"['woman', 'give', 'responsibility', 'home']","['woman', 'responsibility', 'home']","['woman', 'home', 'responsibility']",woman home responsibility,"[ 4.03546619  0.62602133 -1.0895226  ... -2.09126711 -2.12549329
  0.88091606]","[ 2.62233925  0.91932577 -2.12453151 ... -1.4503808  -1.98788261
  0.28834742]",0.0,10,-9.917246,-38.217823
87,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,a man should not help his wife with the tasks that are assigned to her,"['man', 'help', 'wife', 'task', 'assign']","['man', 'wife', 'task']","['man', 'wife', 'task']",man wife task,"[ 2.26498294  0.32620341  1.55355358 ... -0.4509024  -0.23002596
 -0.32830486]","[ 2.77436614  1.35907841 -1.66354847 ... -0.96705031 -1.42891467
  0.60463333]",0.0,10,15.557824,-37.156452
88,"Nadeem, F., Khalid, R.",The relationship of gender role attitudes with career aspirations and career choices among young adults,,2018,attitudes toward woman scale (AWS),feminism,a man should consult his wife when making any major decision,"['man', 'consult', 'wife', 'make', 'major', 'decision']","['man', 'wife', 'major', 'decision']","['man', 'decision', 'wife', 'major']",man decision wife major,"[ 3.07233071 -1.67707348  0.2519201  ...  0.12465172 -0.65376419
  0.67899972]","[ 2.80859709 -1.78489077 -0.37058401 ...  0.21870251 -0.60318452
 -0.81403971]",0.0,1,17.566214,-24.440535
89,"Smith, Eliot R.;Ferree, Myra M.;Miller, Frederick D.",A short scale of attitudes toward feminism.,"Describes the development of the FEM Scale, a 20-item scale measuring attitudes toward feminism. The scale is reproduced in its entirety. The items are in Likert format, with 5 response alternatives, and deal with acceptance or rejection of central beliefs of feminism rather than attitudes toward avowed feminists. The scale, which was tested with 2 samples of a total of 139 college students, is a short, reliable (r20 = .91) measure that contains a single strong factor explaining 37% of the variance. Its correlates include activism in, and subjective identification with, the women's movement. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1975,identification scale,feminism,how much do you consider yourself a member of the movement,"['much', 'consider', 'member', 'movement']","['much', 'member', 'movement']","['movement', 'member', 'much']",movement member much,"[ 0.38036418  2.51118708 -1.37899852 ... -0.36115485 -0.25521442
  1.85716605]",[1.65692329 2.43635488 1.62966192 ... 0.68746346 0.04337112 0.01789626],0.0,8,-23.6195,13.256336
90,"Smith, Eliot R.;Ferree, Myra M.;Miller, Frederick D.",A short scale of attitudes toward feminism.,"Describes the development of the FEM Scale, a 20-item scale measuring attitudes toward feminism. The scale is reproduced in its entirety. The items are in Likert format, with 5 response alternatives, and deal with acceptance or rejection of central beliefs of feminism rather than attitudes toward avowed feminists. The scale, which was tested with 2 samples of a total of 139 college students, is a short, reliable (r20 = .91) measure that contains a single strong factor explaining 37% of the variance. Its correlates include activism in, and subjective identification with, the women's movement. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1975,identification scale,feminism,how much it had affected your view of the world,"['much', 'affect', 'view', 'world']","['much', 'view', 'world']","['view', 'much', 'world']",view much world,"[ 0.10094567  0.68770623 -0.63387442 ... -0.85687721 -0.29598966
  0.96696788]","[-0.6372087  -0.45440766 -0.3298853  ... -0.74035025 -0.84926462
  1.07786763]",0.0,8,-16.938227,7.3056664
91,"Smith, Eliot R.;Ferree, Myra M.;Miller, Frederick D.",A short scale of attitudes toward feminism.,"Describes the development of the FEM Scale, a 20-item scale measuring attitudes toward feminism. The scale is reproduced in its entirety. The items are in Likert format, with 5 response alternatives, and deal with acceptance or rejection of central beliefs of feminism rather than attitudes toward avowed feminists. The scale, which was tested with 2 samples of a total of 139 college students, is a short, reliable (r20 = .91) measure that contains a single strong factor explaining 37% of the variance. Its correlates include activism in, and subjective identification with, the women's movement. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1975,identification scale,feminism,how much it had affected your relationships with other people,"['much', 'affect', 'relationship', 'people']","['much', 'relationship', 'people']","['people', 'relationship', 'much']",people relationship much,"[ 1.46219397  1.61284149 -2.92618179 ... -0.6044274  -2.16813612
  0.22023538]","[ 2.97001004 -0.25129527 -1.76089501 ...  0.76404363 -2.2326498
 -0.20632766]",0.0,8,-27.906664,13.718625
92,"Wolff, Kara E.;Munley, Patrick H.","Exploring the relationships between White racial consciousness, feminist identity development and family environment for White undergraduate women.","A sample of 394 White undergraduate females completed a demographic questionnaire and three assessment measures: the Oklahoma Racial Attitudes Scale-Revised (ORAS-R) (Vandiver & Leach, 2005), the Feminist Identity Composite (FIC) (Fischer et. al., 2000) and the Family Environment Scale-Real Form (FES-R) (Moos & Moos, 1974, 1994, 2002). Four separate canonical correlation analyses were conducted and three main findings emerged. First, family environments that were perceived by participants to promote engagement with a variety of outside perspectives were related to more actively anti-racist worldviews and well-developed feminist identities; while family environments perceived to reflect a more insular focus were related to more prejudicial racial attitudes and less feminist identity development. Second, the more advanced stages of feminist identity development were related to more anti-racist White racial consciousness attitudes. Third, emerging understandings of both sexism and racism appear to be related to each other. Implications and suggestions for future research are discussed. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2012, ,feminism,i don’t see much point in questioning the general expectation that men should be masculine and women should be feminine,"['see', 'much', 'point', 'question', 'general', 'expectation', 'man', 'masculine', 'woman', 'feminine']","['much', 'point', 'general', 'expectation', 'man', 'masculine', 'woman', 'feminine']","['feminine', 'woman', 'expectation', 'general', 'masculine', 'point', 'man', 'much']",feminine woman expectation general masculine point man much,"[ 0.84178752  2.18652749  1.61510527 ... -0.248849    0.79976553
 -0.51052386]","[ 1.61345625  2.59435439  0.06940609 ...  0.061379   -0.77605289
 -1.90444195]",0.0,2,5.2516694,46.283314
93,"Wolff, Kara E.;Munley, Patrick H.","Exploring the relationships between White racial consciousness, feminist identity development and family environment for White undergraduate women.","A sample of 394 White undergraduate females completed a demographic questionnaire and three assessment measures: the Oklahoma Racial Attitudes Scale-Revised (ORAS-R) (Vandiver & Leach, 2005), the Feminist Identity Composite (FIC) (Fischer et. al., 2000) and the Family Environment Scale-Real Form (FES-R) (Moos & Moos, 1974, 1994, 2002). Four separate canonical correlation analyses were conducted and three main findings emerged. First, family environments that were perceived by participants to promote engagement with a variety of outside perspectives were related to more actively anti-racist worldviews and well-developed feminist identities; while family environments perceived to reflect a more insular focus were related to more prejudicial racial attitudes and less feminist identity development. Second, the more advanced stages of feminist identity development were related to more anti-racist White racial consciousness attitudes. Third, emerging understandings of both sexism and racism appear to be related to each other. Implications and suggestions for future research are discussed. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2012, ,feminism,one thing i especially like about being a woman is that men will offer me their seat on a crowded bus or open doors for me because i am a woman,"['one', 'thing', 'especially', 'like', 'woman', 'man', 'offer', 'seat', 'crowded', 'bus', 'open', 'door', 'woman']","['thing', 'woman', 'man', 'seat', 'crowded', 'bus', 'open', 'door', 'woman']","['door', 'woman', 'open', 'seat', 'bus', 'crowded', 'man', 'thing']",door woman open seat bus crowded man thing,"[ 1.7932837   2.83763552  3.4646306  ... -1.7606833  -1.23087013
  1.52999616]","[ 3.3386004  -0.5262149   1.99466419 ... -0.49077719  1.18201137
  1.07107472]",0.0,4,-36.84416,2.1375427
94,"Wolff, Kara E.;Munley, Patrick H.","Exploring the relationships between White racial consciousness, feminist identity development and family environment for White undergraduate women.","A sample of 394 White undergraduate females completed a demographic questionnaire and three assessment measures: the Oklahoma Racial Attitudes Scale-Revised (ORAS-R) (Vandiver & Leach, 2005), the Feminist Identity Composite (FIC) (Fischer et. al., 2000) and the Family Environment Scale-Real Form (FES-R) (Moos & Moos, 1974, 1994, 2002). Four separate canonical correlation analyses were conducted and three main findings emerged. First, family environments that were perceived by participants to promote engagement with a variety of outside perspectives were related to more actively anti-racist worldviews and well-developed feminist identities; while family environments perceived to reflect a more insular focus were related to more prejudicial racial attitudes and less feminist identity development. Second, the more advanced stages of feminist identity development were related to more anti-racist White racial consciousness attitudes. Third, emerging understandings of both sexism and racism appear to be related to each other. Implications and suggestions for future research are discussed. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2012, ,feminism,i like being a traditional female,"['like', 'traditional', 'female']","['traditional', 'female']","['female', 'traditional']",female traditional,"[ 1.76233542  1.45915914  1.53880262 ... -0.46669468 -1.86881065
  0.38563323]","[ 3.47935796  2.20675969  2.84045506 ... -0.68970335 -1.95545042
  0.34432819]",0.0,4,12.878452,15.225238
95,"Wolff, Kara E.;Munley, Patrick H.","Exploring the relationships between White racial consciousness, feminist identity development and family environment for White undergraduate women.","A sample of 394 White undergraduate females completed a demographic questionnaire and three assessment measures: the Oklahoma Racial Attitudes Scale-Revised (ORAS-R) (Vandiver & Leach, 2005), the Feminist Identity Composite (FIC) (Fischer et. al., 2000) and the Family Environment Scale-Real Form (FES-R) (Moos & Moos, 1974, 1994, 2002). Four separate canonical correlation analyses were conducted and three main findings emerged. First, family environments that were perceived by participants to promote engagement with a variety of outside perspectives were related to more actively anti-racist worldviews and well-developed feminist identities; while family environments perceived to reflect a more insular focus were related to more prejudicial racial attitudes and less feminist identity development. Second, the more advanced stages of feminist identity development were related to more anti-racist White racial consciousness attitudes. Third, emerging understandings of both sexism and racism appear to be related to each other. Implications and suggestions for future research are discussed. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2012, ,feminism,i think that men and women had it better in the 1950s when married women were housewives and their husbands supported them,"['think', 'man', 'woman', 'well', 'married', 'woman', 'housewife', 'husband', 'support']","['man', 'woman', 'married', 'woman', 'housewife', 'husband']","['woman', 'husband', 'married', 'housewife', 'man']",woman husband married housewife man,"[ 0.60753715  2.17479467  3.79569244 ... -0.95975453 -0.26422882
 -0.59541827]","[-0.52592009 -0.00880581 -1.87838328 ... -1.55018044 -0.48200533
  0.44217998]",0.0,10,-0.022423709,-43.6719
96,"Wolff, Kara E.;Munley, Patrick H.","Exploring the relationships between White racial consciousness, feminist identity development and family environment for White undergraduate women.","A sample of 394 White undergraduate females completed a demographic questionnaire and three assessment measures: the Oklahoma Racial Attitudes Scale-Revised (ORAS-R) (Vandiver & Leach, 2005), the Feminist Identity Composite (FIC) (Fischer et. al., 2000) and the Family Environment Scale-Real Form (FES-R) (Moos & Moos, 1974, 1994, 2002). Four separate canonical correlation analyses were conducted and three main findings emerged. First, family environments that were perceived by participants to promote engagement with a variety of outside perspectives were related to more actively anti-racist worldviews and well-developed feminist identities; while family environments perceived to reflect a more insular focus were related to more prejudicial racial attitudes and less feminist identity development. Second, the more advanced stages of feminist identity development were related to more anti-racist White racial consciousness attitudes. Third, emerging understandings of both sexism and racism appear to be related to each other. Implications and suggestions for future research are discussed. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",2012, ,feminism,"if i were married to a man and my husband was offered a job in another state, it would be my obligation to move in support of his career","['married', 'man', 'husband', 'offer', 'job', 'state', 'would', 'obligation', 'move', 'support', 'career']","['married', 'man', 'husband', 'job', 'state', 'obligation', 'support', 'career']","['support', 'husband', 'obligation', 'married', 'job', 'career', 'man', 'state']",support husband obligation married job career man state,[1.50021005 0.7020312  0.36905119 ... 2.86102724 0.57283574 1.10371029],"[ 1.22286713 -0.84351712  0.67022049 ...  2.14173746  0.39898536
 -1.38393497]",0.0,6,18.207584,-13.181022
